word,pinyin
痒,yǎng
痕迹,hénjì
痛,tòng
痛快,tòngkuai
痛恨,tònghèn
痛苦,tòngkǔ
痰,tán
瘟疫,wēnyì
瘦,shòu
瘦子,shòuzi
瘫痪,tānhuàn
瘸,qué
癌,ái
登,dēng
登记,dēngjì
登陆,dēnglù
白,bái
白天,báitiān
白白,báibái
白菜,báicài
白酒,báijiǔ
百,bǎi
百倍,bǎibèi
百分比,bǎifēnbǐ
百家争鸣,bǎijiāzhēngmíng
百花齐放,bǎihuāqífàng
百货,bǎihuò
的,de
的确,díquè
的确良,díquèliáng
皆,jiē
皇后,huánghòu
皇帝,huángdì
皮,pí
皮带,pídài
皮肤,pífū
皮革,pígé
皱,zhòu
皱纹,zhòuwén
盆,pén
盆地,péndì
盈利,yínglì
盏,zhǎn
盐,yán
监察,jiānchá
监狱,jiānyù
监督,jiāndū
监视,jiānshì
盒,hé
盖,gài
盖子,gàizi
盗,dào
盗窃,dàoqiè
盘,pán
盘子,pánzi
盘旋,pánxuán
盛,chéng
盛产,shèngchǎn
盛大,shèngdà
盛开,shèngkāi
盛情,shèngqíng
盛行,shèngxíng
目,mù
目中无人,mùzhōngwúrén
目光,mùguāng
目前,mùqián
目录,mùlù
目标,mùbiāo
目的,mùdi
目睹,mùdǔ
盯,dīng
盲人,mángrén
盲从,mángcóng
盲目,mángmù
直,zhí
直到,zhídào
直径,zhíjìng
直接,zhíjiē
直播,zhíbō
直线,zhíxiàn
直至,zhízhì
直辖市,zhíxiáshì
直达,zhídá
相,xiāng
相互,xiānghù
相交,xiāngjiāo
相似,xiāngsì
相信,xiāngxìn
相关,xiāngguān
相反,xiāngfǎn
相同,xiāngtóng
相声,xiàngsheng
相对,xiāngduì
相差,xiāngchà
相应,xiāngyìng
相当,xiāngdāng
相比,xiāngbǐ
相符,xiāngfú
相等,xiāngděng
相继,xiāngjì
相识,xiāngshí
相通,xiāngtōng
盼,pàn
盼望,pànwàng
省,shěng
省会,shěnghuì
省得,shěngde
省略,shěnglvè
省长,shěngzhǎng
眉头,méitóu
眉毛,méimao
看,kàn
看不起,kànbuqǐ
看作,kànzuò
看待,kàndài
看望,kànwàng
看来,kànlai
看样子,kànyàngzi
看法,kànfǎ
看病,kànbìng
看见,kànjiàn
看起来,kànqilai
真,zhēn
真实,zhēnshí
真心,zhēnxīn
真是,zhēnshi
真是的,zhēnshide
真正,zhēnzhèng
真理,zhēnlǐ
真相,zhēnxiàng
真诚,zhēnchéng
眨,zhǎ
眯,mī
眼,yǎn
眼下,yǎnxià
眼光,yǎnguāng
眼前,yǎnqián
眼力,yǎnlì
眼泪,yǎnlèi
眼看,yǎnkàn
眼睛,yǎnjing
眼神,yǎnshén
眼色,yǎnsè
眼镜,yǎnjìng
着,zhe
着凉,zháoliáng
着急,zháojí
着想,zhuóxiǎng
着手,zhuóshǒu
着重,zhuózhòng
睁,zhēng
睡,shuì
睡眠,shuìmián
睡觉,shuìjiào
督促,dūcù
瞎,xiā
瞒,mán
瞥,piē
瞧,qiáo
瞪,dèng
瞻仰,zhānyǎng
矛盾,máodùn
知,zhī
知觉,zhījué
知识,zhīshi
知识分子,zhīshifènzǐ
知道,zhīdào
短,duǎn
短促,duǎncù
短处,duǎnchu
短暂,duǎnzàn
短期,duǎnqī
矮,ǎi
石头,shítou
石油,shíyóu
石灰,shíhuī
矿,kuàng
矿井,kuàngjǐng
矿产,kuàngchǎn
矿区,kuàngqū
矿山,kuàngshān
矿物,kuàngwù
矿石,kuàngshí
矿藏,kuàngcáng
码头,mǎtou
砂,shā
砌,qì
砍,kǎn
研制,yánzhì
研究,yánjiū
研究所,yánjiūsuǒ
研究生,yánjiūshēng
砖,zhuān
破,pò
破产,pòchǎn
破坏,pòhuài
破旧,pòjiù
破烂,pòlàn
破碎,pòsuì
破获,pòhuò
破裂,pòliè
破除,pòchú
砸,zá
硅,guī
硫酸,liúsuān
硬,yìng
硬件,yìngjiàn
确保,quèbǎo
确信,quèxìn
确凿,quèzáo
确切,quèqiè
确定,quèdìng
确实,quèshí
确立,quèlì
确认,quèrèn
碍事,àishì
碎,suì
碑,bēi
碗,wǎn
碟子,diézi
碧绿,bìlǜ
碰,pèng
碰见,pèngjiàn
碰钉子,pèngdīngzi
碱,jiǎn
磁带,cídài
磁铁,cítiě
磅,bàng
磋商,cuōshāng
磕,kē
磨,mó
磷,lín
示威,shìwēi
示意图,shìyìtú
示范,shìfàn
礼,lǐ
礼品,lǐpǐn
礼堂,lǐtáng
礼拜,lǐbài
礼拜天,lǐbàitiān
礼物,lǐwù
礼节,lǐjié
礼貌,lǐmào
社,shè
社会,shèhuì
社会主义,shèhuìzhǔyì
社员,shèyuán
社论,shèlùn
祖先,zǔxiān
祖国,zǔguó
祖母,zǔmǔ
祖父,zǔfù
祝,zhù
祝愿,zhùyuàn
祝福,zhùfú
祝贺,zhùhè
神,shén
神仙,shénxiān
神圣,shénshèng
神奇,shénqí
神态,shéntài
神情,shénqíng
神气,shénqì
神秘,shénmì
神经,shénjīng
神色,shénsè
神话,shénhuà
票,piào
祸,huò
祸害,huòhài
禁,jìn
禁区,jìnqū
禁止,jìnzhǐ
福,fú
福利,fúlì
福气,fúqi
离,lí
离休,líxiū
离别,líbié
离婚,líhūn
离开,líkāi
禽,qín
禾苗,hémiáo
秀丽,xiùlì
私,sī
私人,sīrén
私有,sīyǒu
私有制,sīyǒuzhì
私自,sīzì
私营,sīyíng
秃,tū
秆,gǎn
秉性,bǐngxìng
秋,qiū
秋天,qiūtiān
秋季,qiūjì
秋收,qiūshōu
种,zhǒng
种地,zhòngdì
种子,zhǒngzi
种族,zhǒngzú
种植,zhòngzhí
种种,zhǒngzhǒng
种类,zhǒnglèi
科,kē
科学,kēxué
科学家,kēxuéjiā
科学院,kēxuéyuàn
科技,kējì
科普,kēpǔ
科目,kēmù
科研,kēyán
科长,kēzhǎng
秒,miǎo
秘书,mìshū
秘密,mìmì
租,zū
租金,zūjīn
秤,chèng
秩序,zhìxù
积,jī
积压,jīyā
积极,jījí
积极性,jījíxìng
积累,jīlěi
称,chēng
称号,chēnghào
称呼,chēnghu
称心,chènxīn
称赞,chēngzàn
移,yí
移动,yídòng
移民,yímín
稀,xī
程序,chéngxù
程度,chéngdù
稍,shāo
稍微,shāowēi
税,shuì
税收,shuìshōu
稠密,chóumì
稳,wěn
稳妥,wěntuǒ
稳定,wěndìng
稳当,wěndang
稻子,dàozi
稿,gǎo
稿件,gǎojiàn
稿子,gǎozi
稿纸,gǎozhǐ
穆斯林,Mùsīlín
穗,suì
穴,xué
究竟,jiūjìng
穷,qióng
穷人,qióngrén
穷苦,qióngkǔ
空,kōng
空中,kōngzhōng
空儿,kòngr
空军,kōngjūn
空前,kōngqián
空心,kōngxīn
空想,kōngxiǎng
空气,kōngqì
空洞,kōngdòng
空白,kòngbái
空虚,kōngxū
空话,kōnghuà
空调,kōngtiáo
空间,kōngjiān
空隙,kòngxì
穿,chuān
突出,tūchū
突击,tūjī
突然,tūrán
突破,tūpò
窃取,qièqǔ
窃听,qiètīng
窄,zhǎi
窑,yáo
窗,chuāng
窗口,chuāngkǒu
窗台,chuāngtái
窗帘,chuānglián
窗户,chuānghu
窜,cuàn
窝,wō
窝囊,wōnang
窟窿,kūlong
立,lì
立交桥,lìjiāoqiáo
立体,lìtǐ
立刻,lìkè
立即,lìjí
立场,lìchǎng
立方,lìfāng
立方米,lìfāngmǐ
竖,shù
站,zhàn
站岗,zhàngǎng
竞争,jìngzhēng
竞赛,jìngsài
竞选,jìngxuǎn
竟,jìng
竟然,jìngrán
章,zhāng
章程,zhāngchéng
童年,tóngnián
竭力,jiélì
端,duān
端正,duānzhèng
竹子,zhúzi
竿,gān
笋,sǔn
笑,xiào
笑容,xiàoróng
笑话,xiàohua
笔,bǐ
笔直,bǐzhí
笔记,bǐjì
笔试,bǐshì
笔迹,bǐjì
笛子,dízi
符号,fúhào
符合,fúhé
笨,bèn
笨拙,bènzhuō
笨蛋,bèndàn
笨重,bènzhòng
第,dì
笼子,lóngzi
笼罩,lǒngzhào
等,děng
等于,děngyú
等候,děnghòu
等到,děngdào
等待,děngdài
等级,děngjí
筋,jīn
筐,kuāng
筑,zhù
筒,tǒng
答,dá
答卷,dájuàn
答复,dáfù
答应,dāying
答案,dá'àn
答辨,dābiàn
策划,cèhuà
策略,cèlvè
筛,shāi
筛子,shāizi
筷子,kuàizi
筹备,chóubèi
筹建,chóujiàn
签发,qiānfā
签名,qiānmíng
签字,qiānzì
签署,qiānshǔ
签订,qiāndìng
签证,qiānzhèng
简体字,jiǎntǐzì
简便,jiǎnbiàn
简化,jiǎnhuà
简单,jiǎndān
简明,jiǎnmíng
简易,jiǎnyì
简直,jiǎnzhí
简短,jiǎnduǎn
简称,jiǎnchēng
简要,jiǎnyào
简陋,jiǎnlòu
算,suàn
算了,suànle
算数,suànshù
算是,suànshì
算术,suànshù
算盘,suànpán
管,guǎn
管子,guǎnzi
管辖,guǎnxiá
管道,guǎndào
箩筐,luókuāng
箭,jiàn
箱,xiāng
箱子,xiāngzi
篇,piān
篮子,lánzi
篮球,lánqiú
篱笆,líba
籍贯,jíguàn
米,mǐ
米饭,mǐfàn
类,lèi
类似,lèisì
类型,lèixíng
籽,zǐ
粉,fěn
粉末,fěnmò
粉碎,fěnsuì
粉笔,fěnbǐ
粒,lì
粗,cū
粗心,cūxīn
粗心大意,cūxīndàyì
粗暴,cūbào
粗粮,cūliáng
粗细,cūxì
粗鲁,cūlǔ
粘,zhān
粥,zhōu
粪,fèn
粮票,liángpiào
粮食,liángshi
精,jīng
精力,jīnglì
精华,jīnghuá
精密,jīngmì
精彩,jīngcǎi
精心,jīngxīn
精打细算,jīngdǎxìsuàn
精益求精,jīngyìqiújīng
精确,jīngquè
精神,jīngshén
精简,jīngjiǎn
精细,jīngxì
精美,jīngměi
精致,jīngzhì
精通,jīngtōng
糊,hú
糊涂,hútu
糖,táng
糖果,tángguǒ
糟,zāo
糟糕,zāogāo
糟蹋,zāota
糠,kāng
系,xì
系列,xìliè
系统,xìtǒng
素,sù
素质,sùzhì
索性,suǒxìng
紧,jǐn
紧俏,jǐnqiào
紧密,jǐnmì
紧张,jǐnzhāng
紧急,jǐnjí
紧缩,jǐnsuō
紧迫,jǐnpò
紫,zǐ
累,lèi
絮叨,xùdao
繁,fán
繁体字,fántǐzì
繁华,fánhuá
繁多,fánduō
繁忙,fánmáng
繁殖,fánzhí
繁荣,fánróng
繁重,fánzhòng
纠正,jiūzhèng
纠纷,jiūfēn
红,hóng
红旗,hóngqí
红茶,hóngchá
红领巾,hónglǐngjīn
纤维,xiānwéi
约,yuē
约会,yuēhuì
约束,yuēshù
级,jí
级别,jíbié
纪律,jìlǜ
纪念,jìniàn
纪要,jìyào
纯,chún
纯洁,chúnjié
纯粹,chúncuì
纱,shā
纲,gāng
纲要,gāngyào
纲领,gānglǐng
纳税,nàshuì
纳闷儿,nàmènr
纵横,zònghéng
纷纷,fēnfēn
纸,zhǐ
纸张,zhǐzhāng
纺,fǎng
纺织,fǎngzhī
纽扣儿,niǔkòur
线,xiàn
线索,xiànsuǒ
线路,xiànlù
练,liàn
练习,liànxí
练兵,liànbīng
组,zǔ
组合,zǔhé
组成,zǔchéng
组织,zǔzhī
组长,zǔzhǎng
绅士,shēnshì
细,xì
细小,xìxiǎo
细心,xìxīn
细胞,xìbāo
细致,xìzhì
细节,xìjié
细菌,xìjūn
织,zhī
终,zhōng
终于,zhōngyú
终年,zhōngnián
终止,zhōngzhǐ
终点,zhōngdiǎn
终究,zhōngjiū
终端,zhōngduān
终身,zhōngshēn
经,jīng
经典,jīngdiǎn
经历,jīnglì
经受,jīngshòu
经商,jīngshāng
经常,jīngcháng
经济,jīngjì
经理,jīnglǐ
经营,jīngyíng
经费,jīngfèi
经过,jīngguò
经销,jīngxiāo
经验,jīngyàn
绑,bǎng
绑架,bǎngjià
绒,róng
结,jié
结业,jiéyè
结合,jiéhé
结婚,jiéhūn
结实,jiēshi
结局,jiéjú
结晶,jiéjīng
结束,jiéshù
结构,jiégòu
结果,jiéguǒ
结算,jiésuàn
结论,jiélùn
绕,rào
绘,huì
给,gěi
给予,jǐyǔ
给以,gěiyǐ
绝,jué
绝对,juéduì
绝望,juéwàng
绝缘,juéyuán
绞,jiǎo
统一,tǒngyī
统战,tǒngzhàn
统治,tǒngzhì
统筹,tǒngchóu
统统,tǒngtǒng
统计,tǒngjì
绣,xiù
继,jì
继承,jìchéng
继续,jìxù
续,xù
绳子,shéngzi
维修,wéixiū
维护,wéihù
维持,wéichí
维生素,wéishēngsù
绷,bēng
绷带,bēngdài
绸子,chóuzi
综合,zōnghé
绿,lǜ
绿化,lǜhuà
缎子,duànzi
缓,huǎn
缓和,huǎnhé
缓慢,huǎnmàn
缓缓,huǎnhuǎn
缔结,dìjié
编,biān
编制,biānzhì
编号,biānhào
编者按,biānzhě'àn
编辑,biānjí
缘故,yuángù
缝,féng
缠,chán
缩,suō
缩小,suōxiǎo
缩短,suōduǎn
缴,jiǎo
缴纳,jiǎonà
缸,gāng
缺,quē
缺乏,quēfá
缺口,quēkǒu
缺少,quēshǎo
缺席,quēxí
缺点,quēdiǎn
缺陷,quēxiàn
罐,guàn
罐头,guàntou
网,wǎng
网球,wǎngqiú
罕见,hǎnjiàn
罗列,luóliè
罗唆,luōsuō
罚,fá
罚款,fákuǎn
罢,bà
罢工,bàgōng
罩,zhào
罪,zuì
罪名,zuìmíng
罪恶,zuì'è
罪犯,zuìfàn
罪状,zuìzhuàng
罪行,zuìxíng
置,zhì
羊,yáng
美,měi
美中不足,měizhōngbùzú
美丽,měilì
美元,Měiyuán
美国,měiguó
美好,měihǎo
美妙,měimiào
美德,měidé
美术,měishù
美满,měimǎn
美观,měiguān
羞耻,xiūchǐ
羡慕,xiànmù
群,qún
群众,qúnzhòng
群体,qúntǐ
群岛,qúndǎo
羽毛,yǔmáo
羽毛球,yǔmáoqiú
翅膀,chìbǎng
翘,qiào
翠绿,cuìlǜ
翻,fān
翻译,fānyì
翻身,fānshēn
翼,yì
耀眼,yàoyǎn
老,lǎo
老一辈,lǎoyībèi
老乡,lǎoxiāng
老人,lǎorén
老人家,lǎorenjia
老化,lǎohuà
老大妈,lǎodàmā
老大娘,lǎodàniáng
老大爷,lǎodàye
老天爷,lǎotiānyé
老太太,lǎotàitai
老太婆,lǎotàipó
老头儿,lǎotóur
老婆,lǎopo
老实,lǎoshi
老家,lǎojiā
老师,lǎoshī
老年,lǎonián
老成,lǎochéng
老是,lǎoshi
老板,lǎobǎn
老汉,lǎohàn
老爷,lǎoye
老百姓,lǎobǎixìng
老虎,lǎohǔ
老鼠,lǎoshǔ
考,kǎo
考取,kǎoqǔ
考古,kǎogǔ
考察,kǎochá
考核,kǎohé
考虑,kǎolǜ
考试,kǎoshì
考验,kǎoyàn
者,zhě
而,ér
而且,érqiě
而后,érhòu
而已,éryǐ
耍,shuǎ
耐,nài
耐力,nàilì
耐心,nàixīn
耐烦,nàifán
耐用,nàiyòng
耕,gēng
耕地,gēngdì
耕种,gēngzhòng
耗,hào
耗费,hàofèi
耳朵,ěrduo
耸,sǒng
耽误,dānwu
聊,liáo
聊天,liáotiān
聋,lóng
职业,zhíyè
职务,zhíwù
职员,zhíyuán
职工,zhígōng
职权,zhíquán
职称,zhíchēng
职能,zhínéng
联,lián
联合,liánhé
联想,liánxiǎng
联欢,liánhuān
联盟,liánméng
联系,liánxì
联络,liánluò
联邦,liánbāng
聘,pìn
聘任,pìnrèn
聘用,pìnyòng
聘请,pìnqǐng
聚,jù
聚会,jùhuì
聚精会神,jùjīnghuìshén
聚集,jùjí
聪明,cōngming
肃清,sùqīng
肆,sì
肉,ròu
肌肉,jīròu
肖像,xiàoxiàng
肚子,dùzi
肝,gān
肝炎,gānyán
肠,cháng
股,gǔ
股东,gǔdōng
股份,gǔfèn
股票,gǔpiào
肥,féi
肥料,féiliào
肥沃,féiwò
肥皂,féizào
肩,jiān
肩膀,jiānbǎng
肯,kěn
肯定,kěndìng
肺,fèi
肺炎,fèiyán
肾炎,shènyán
肿,zhǒng
肿瘤,zhǒngliú
胀,zhàng
胃,wèi
胆,dǎn
胆子,dǎnzi
胆怯,dǎnqiè
胆量,dǎnliàng
背,bèi
背包,bèibāo
背叛,bèipàn
背后,bèihòu
背心,bèixīn
背景,bèijǐng
背诵,bèisòng
背面,bèimiàn
胖,pàng
胖子,pàngzi
胜,shèng
胜利,shènglì
胡,hú
胡乱,húluàn
胡同,hútòng
胡子,húzi
胡来,húlái
胡说,húshuō
胳膊,gēbo
胶,jiāo
胶卷,jiāojuǎn
胶片,jiāopiàn
胸,xiōng
胸怀,xiōnghuái
胸膛,xiōngtáng
能,néng
能力,nénglì
能够,nénggòu
能干,nénggàn
能手,néngshǒu
能歌善舞,nénggēshànwǔ
能源,néngyuán
能量,néngliàng
脂肪,zhīfáng
脆,cuì
脆弱,cuìruò
脉搏,màibó
脊梁,jǐliang
脏,zāng
脑力,nǎolì
脑子,nǎozi
脑筋,nǎojīn
脑袋,nǎodai
脖子,bózi
脚,jiǎo
脚步,jiǎobù
脱,tuō
脱离,tuōlí
脱落,tuōluò
脸,liǎn
脸盆,liǎnpén
脸色,liǎnsè
脾气,píqi
腊月,làyuè
腐化,fǔhuà
腐朽,fǔxiǔ
腐烂,fǔlàn
腐蚀,fǔshí
腐败,fǔbài
腔,qiāng
腥,xīng
腮,sāi
腰,yāo
腹,fù
腾,téng
腿,tuǐ
膜,mó
膝盖,xīgài
膨胀,péngzhàng
自,zì
自主,zìzhǔ
自从,zìcóng
自信,zìxìn
自力更生,zìlìgēngshēng
自动,zìdòng
自卑,zìbēi
自卫,zìwèi
自发,zìfā
自古,zìgǔ
自始至终,zìshǐzhìzhōng
自学,zìxué
自己,zìjǐ
自愿,zìyuàn
自我,zìwǒ
自杀,zìshā
自来水,zìláishuǐ
自治,zìzhì
自治区,zìzhìqū
自满,zìmǎn
自然,zìrán
自由,zìyóu
自由市场,zìyóushìchǎng
自相矛盾,zìxiāngmáodùn
自私,zìsī
自私自利,zìsīzìlì
自行,zìxíng
自行车,zìxíngchē
自觉,zìjué
自言自语,zìyánzìyǔ
自豪,zìháo
自负盈亏,zìfùyíngkuī
自费,zìfèi
自身,zìshēn
臭,chòu
至,zhì
至于,zhìyú
至今,zhìjīn
至多,zhìduō
至少,zhìshǎo
致,zhì
致使,zhìshǐ
致富,zhìfù
致敬,zhìjìng
致电,zhìdiàn
致词,zhìcí
舅母,jiùmu
舅舅,jiùjiu
舆论,yúlùn
舌头,shétou
舍,shě
舍不得,shěbude
舍得,shěde
舒展,shūzhǎn
舒服,shūfu
舒畅,shūchàng
舒适,shūshì
舞,wǔ
舞会,wǔhuì
舞厅,wǔtīng
舞台,wǔtái
舞蹈,wǔdǎo
舟,zhōu
航天,hángtiān
航海,hánghǎi
航班,hángbān
航空,hángkōng
航线,hángxiàn
航行,hángxíng
航运,hángyùn
航道,hángdào
般,bān
舱,cāng
船,chuán
船只,chuánzhī
船舶,chuánbó
艇,tǐng
艘,sōu
良,liáng
良好,liánghǎo
良种,liángzhǒng
艰巨,jiānjù
艰苦,jiānkǔ
艰险,jiānxiǎn
艰难,jiānnán
色,sè
色彩,sècǎi
艺术,yìshù
艾滋病,àizībìng
节,jié
节奏,jiézòu
节日,jiérì
节目,jiémù
节省,jiéshěng
节约,jiéyuē
节育,jiéyù
节能,jiénéng
芝麻,zhīma
芬芳,fēnfāng
芭蕾舞,bālěiwǔ
花,huā
花园,huāyuán
花朵,huāduǒ
花样,huāyàng
花生,huāshēng
花纹,huāwén
花色,huāsè
花费,huāfèi
芹菜,qíncài
芽,yá
苍白,cāngbái
苍蝇,cāngying
苏醒,sūxǐng
苑,yuàn
苗,miáo
若,ruò
若干,ruògān
苦,kǔ
苦恼,kǔnǎo
苦难,kǔnàn
英俊,yīngjùn
英勇,yīngyǒng
英明,yīngmíng
英语,yīngyǔ
英镑,Yīngbàng
英雄,yīngxióng
苹果,píngguǒ
茂密,màomì
茂盛,màoshèng
范围,fànwéi
范畴,fànchóu
茄子,qiézi
茅台酒,máotáijiǔ
茎,jīng
茧,jiǎn
茫然,mángrán
茫茫,mángmáng
茶,chá
茶叶,cháyè
茶话会,cháhuàhuì
茶馆,cháguǎn
草,cǎo
草原,cǎoyuán
草地,cǎodì
草案,cǎo'àn
草率,cǎoshuài
荒,huāng
荒凉,huāngliáng
荒唐,huāngtáng
荒地,huāngdì
荒谬,huāngmiù
荔枝,lìzhī
荡,dàng
荣幸,róngxìng
荣誉,róngyù
药,yào
药品,yàopǐn
药方,yàofāng
药材,yàocái
药水儿,yàoshuǐr
药物,yàowù
荷花,héhuā
莫,mò
莫名其妙,mòmíngqímiào
莲子,liánzǐ
获,huò
获取,huòqǔ
获得,huòdé
菊花,júhuā
菌,jūn
菜,cài
菜单,càidān
菠菜,bōcài
萌芽,méngyá
萍水相逢,píngshuǐxiāngféng
萝卜,luóbo
营,yíng
营业,yíngyè
营养,yíngyǎng
落,luò
落后,luòhòu
落地,luòdì
落实,luòshí
落成,luòchéng
落选,luòxuǎn
著,zhù
著作,zhùzuò
著名,zhùmíng
葡萄,pútao
葡萄糖,pútaotáng
董事,dǒngshì
葫芦,húlu
葬,zàng
葬礼,zànglǐ
葱,cōng
葵花,kuíhuā
蒙,méng
蒜,suàn
蒸,zhēng
蒸发,zhēngfā
蒸汽,zhēngqì
蓄,xù
蓝,lán
蓬勃,péngbó
蔑视,mièshì
蔓延,mànyán
蔬菜,shūcài
蕴藏,yùncáng
薄,báo
薄弱,bóruò
薄膜,bómó
薪金,xīnjīn
藏,cáng
藤,téng
蘑菇,mógu
虚,xū
虚伪,xūwěi
虚假,xūjiǎ
虚弱,xūruò
虚心,xūxīn
虫子,chóngzi
虹,hóng
虽,suī
虽然,suīrán
虽说,suīshuō
虾,xiā
蚂蚁,mǎyǐ
蚊子,wénzi
蚕,cán
蛇,shé
蛋,dàn
蛋白质,dànbáizhì
蛋糕,dàn'gāo
蛾子,ézi
蜂,fēng
蜂蜜,fēngmì
蜘蛛,zhīzhū
蜜,mì
蜜蜂,mìfēng
蜡烛,làzhú
蜻蜓,qīngtíng
蝇子,yíngzi
蝉,chán
蝗虫,huángchóng
蝴蝶,húdié
融化,rónghuà
融洽,róngqià
螺丝钉,luósīdīng
蠢,chǔn
血,xiě
血压,xuèyā
血汗,xuèhàn
血液,xuèyè
血管,xuèguǎn
行,xíng
行业,hángyè
行为,xíngwéi
行人,xíngrén
行使,xíngshǐ
行军,xíngjūn
行列,hángliè
行动,xíngdòng
行径,xíngjìng
行政,xíngzhèng
行星,xíngxīng
行李,xíngli
行程,xíngchéng
行贿,xínghuì
行驶,xíngshǐ
衔,xián
衔接,xiánjiē
街,jiē
街坊,jiēfang
街头,jiētóu
街道,jiēdào
衣服,yīfu
衣裳,yīshang
补,bǔ
补习,bǔxí
补偿,bǔcháng
补充,bǔchōng
补助,bǔzhù
补救,bǔjiù
补课,bǔkè
补贴,bǔtiē
表,biǎo
表彰,biǎozhāng
表情,biǎoqíng
表扬,biǎoyáng
表明,biǎomíng
表演,biǎoyǎn
表现,biǎoxiàn
表示,biǎoshì
表达,biǎodá
表面,biǎomiàn
衬衣,chènyī
衬衫,chènshān
衰弱,shuāiruò
衰老,shuāilǎo
衰退,shuāituì
衷心,zhōngxīn
袄,ǎo
袋,dài
袖子,xiùzi
袜子,wàzi
被,bèi
被动,bèidòng
被告,bèigào
被子,bèizi
被迫,bèipò
袭击,xíjī
裁,cái
裁军,cáijūn
裁决,cáijué
裁判,cáipàn
裁缝,cáifeng
裂,liè
装,zhuāng
装卸,zhuāngxiè
装备,zhuāngbèi
装置,zhuāngzhì
装配,zhuāngpèi
装饰,zhuāngshì
裙子,qúnzi
裤子,kùzi
裹,guǒ
西,xī
西北,xīběi
西医,xīyī
西南,xīnán
西方,xīfāng
西服,xīfú
西瓜,xīguā
西红柿,xīhóngshì
西边,xībiān
西部,xībù
西面,xīmiàn
西餐,xīcān
要,yào
要不,yàobù
要不是,yàobushì
要不然,yàobùrán
要么,yàome
要命,yàomìng
要好,yàohǎo
要是,yàoshi
要求,yāoqiú
要点,yàodiǎn
要素,yàosù
要紧,yàojǐn
要领,yàolǐng
覆盖,fùgài
见,jiàn
见效,jiànxiào
见解,jiànjiě
见识,jiànshi
见面,jiànmiàn
观众,guānzhòng
观光,guānguāng
观察,guānchá
观念,guānniàn
观测,guāncè
观点,guāndiǎn
观看,guānkàn
观赏,guānshǎng
规划,guīhuà
规则,guīzé
规定,guīdìng
规律,guīlǜ
规格,guīgé
规模,guīmó
规矩,guīju
规章,guīzhāng
规范,guīfàn
视,shì
视力,shìlì
视察,shìchá
视线,shìxiàn
视觉,shìjué
视野,shìyě
觉,jué
觉察,juéchá
觉得,juéde
觉悟,juéwù
觉醒,juéxǐng
角,jiǎo
角度,jiǎodù
角落,jiǎoluò
解,jiě
解决,jiějué
解剖,jiěpōu
解放,jiěfàng
解放军,jiěfàngjūn
解散,jiěsàn
解答,jiědá
解释,jiěshì
解除,jiěchú
解雇,jiěgù
触,chù
触犯,chùfàn
言,yán
言论,yánlùn
言语,yányǔ
誓言,shìyán
警卫,jǐngwèi
警告,jǐnggào
警察,jǐngchá
警惕,jǐngtì
警戒,jǐngjiè
譬如,pìrú
计,jì
计划,jìhuà
计算,jìsuàn
计算机,jìsuànjī
计较,jìjiào
订,dìng
订婚,dìnghūn
订货,dìnghuò
订购,dìnggòu
订阅,dìngyuè
认,rèn
认为,rènwéi
认可,rènkě
认定,rèndìng
认得,rènde
认真,rènzhēn
认识,rènshi
讥笑,jīxiào
讨,tǎo
讨价还价,tǎojiàhuánjià
讨厌,tǎoyàn
讨论,tǎolùn
让,ràng
让步,ràngbù
训,xùn
训练,xùnliàn
议会,yìhuì
议员,yìyuán
议定书,yìdìngshū
议案,yì'àn
议程,yìchéng
议论,yìlùn
讯,xùn
记,jì
记号,jìhao
记录,jìlù
记得,jìde
记忆,jìyì
记忆力,jìyìlì
记性,jìxing
记者,jìzhě
记载,jìzǎi
讲,jiǎng
讲义,jiǎngyì
讲座,jiǎngzuò
讲演,jiǎngyǎn
讲理,jiǎnglǐ
讲究,jiǎngjiu
讲解,jiǎngjiě
讲话,jiǎnghuà
讲课,jiǎngkè
讲述,jiǎngshù
许,xǔ
许可,xǔkě
许多,xǔduō
讹,é
论,lùn
论文,lùnwén
论点,lùndiǎn
论证,lùnzhèng
论述,lùnshù
讽刺,fěngcì
设,shè
设备,shèbèi
设想,shèxiǎng
设施,shèshī
设法,shèfǎ
设立,shèlì
设置,shèzhì
设计,shèjì
访问,fǎngwèn
证,zhèng
证书,zhèngshū
证件,zhèngjiàn
证实,zhèngshí
证据,zhèngjù
证明,zhèngmíng
评,píng
评价,píngjià
评估,pínggū
评定,píngdìng
评审,píngshěn
评比,píngbǐ
评论,pínglùn
评选,píngxuǎn
识,shí
识别,shíbié
诈骗,zhàpiàn
诉讼,sùsòng
诊断,zhěnduàn
词,cí
词典,cídiǎn
词句,cíjù
词汇,cíhuì
译员,yìyuán
试,shì
试制,shìzhì
试卷,shìjuàn
试用,shìyòng
试行,shìxíng
试验,shìyàn
诗,shī
诗人,shīrén
诗歌,shīgē
诚实,chéngshí
诚心诚意,chéngxīnchéngyì
诚恳,chéngkěn
诚意,chéngyì
诚挚,chéngzhì
话,huà
话剧,huàjù
话题,huàtí
诞生,dànshēng
诞辰,dànchén
询问,xúnwèn
该,gāi
详细,xiángxì
诧异,chàyì
诬蔑,wūmiè
诬陷,wūxiàn
语文,yǔwén
语气,yǔqì
语法,yǔfǎ
语言,yǔyán
语调,yǔdiào
语音,yǔyīn
误,wù
误会,wùhuì
误差,wùchā
